"category,""over_represented_pvalue"",""under_represented_pvalue"",""numDEInCat"",""numInCat"",""term"",""ontology"""
"GO:0036092,0.0161534990825209,0.99733060334396,7,10,""phosphatidylinositol-3-phosphate biosynthetic process"",""BP"""
"GO:0036066,0.0161886505646826,0.996507995658631,8,13,""protein O-linked fucosylation"",""BP"""
"GO:0034968,0.0163141764264261,0.994849639928987,12,22,""histone lysine methylation"",""BP"""
"GO:0043652,0.0165533155704042,0.996412703856746,8,13,""engulfment of apoptotic cell"",""BP"""
"GO:0045059,0.0166081018374132,0.996899214714501,7,11,""positive thymic T cell selection"",""BP"""
"GO:0071493,0.0166125919926284,0.997471698201318,6,9,""cellular response to UV-B"",""BP"""
"GO:0030218,0.0166692098479584,0.993532764209225,16,32,""erythrocyte differentiation"",""BP"""
"GO:1904153,0.0167737334011688,0.997440956553173,6,9,""negative regulation of retrograde protein transport, ER to cytosol"",""BP"""
"GO:0080009,0.0170408714383519,0.994582307927698,12,22,""mRNA methylation"",""BP"""
"GO:0060294,0.0170431269819752,0.993823244985891,14,28,""cilium movement involved in cell motility"",""BP"""
"GO:1903358,0.0172070011956751,0.996240698096157,8,13,""regulation of Golgi organization"",""BP"""
"GO:0033627,0.017320722355321,0.996210620762092,8,13,""cell adhesion mediated by integrin"",""BP"""
"GO:0010459,0.0173768183565417,1,3,3,""negative regulation of heart rate"",""BP"""
"GO:0007427,0.0174199605804507,0.995717968469578,9,15,""epithelial cell migration, open tracheal system"",""BP"""
"GO:0060296,0.0174847334242162,0.996167163339197,8,13,""regulation of cilium beat frequency involved in ciliary motility"",""BP"""
"GO:0006094,0.0176547766948045,0.993665570285845,14,27,""gluconeogenesis"",""BP"""
"GO:0034140,0.0178903639972964,1,3,3,""negative regulation of toll-like receptor 3 signaling pathway"",""BP"""
"GO:0007623,0.017906287937559,0.991334751017627,24,53,""circadian rhythm"",""BP"""
"GO:0090166,0.017996826631905,0.996030879256187,8,13,""Golgi disassembly"",""BP"""
"GO:2000679,0.0183096446162025,0.994671496982305,10,19,""positive regulation of transcription regulatory region DNA binding"",""BP"""
"GO:0034599,0.0185542900639696,0.988692099888014,45,114,""cellular response to oxidative stress"",""BP"""
"GO:0000070,0.018586810356887,0.994354694647048,11,20,""mitotic sister chromatid segregation"",""BP"""
"GO:0043280,0.0187047415939974,0.993827732084828,12,23,""positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"",""BP"""
"GO:0006248,0.0187710133482608,0.996395763759004,7,11,""CMP catabolic process"",""BP"""
"GO:0006730,0.0187831597874508,0.995819882537913,8,13,""one-carbon metabolic process"",""BP"""
"GO:0030030,0.0188959980491734,0.991765737931789,19,40,""cell projection organization"",""BP"""
"GO:0006006,0.0189337995846892,0.991450602449744,20,44,""glucose metabolic process"",""BP"""
"GO:0032509,0.0189877123490351,0.995764657746246,8,13,""endosome transport via multivesicular body sorting pathway"",""BP"""
"GO:0046856,0.0192209130629434,0.993310612921453,13,25,""phosphatidylinositol dephosphorylation"",""BP"""
"GO:0048538,0.0194478843351404,0.991018130981215,21,46,""thymus development"",""BP"""
"GO:0009838,0.0194533938914046,1,3,3,""abscission"",""BP"""
"GO:2000785,0.019476710754675,0.99563208384606,8,13,""regulation of autophagosome assembly"",""BP"""
"GO:2001224,0.0194831849715754,0.995104445177964,9,15,""positive regulation of neuron migration"",""BP"""
"GO:0120094,0.0195753404806099,0.99868037255777,4,5,""negative regulation of peptidyl-lysine crotonylation"",""BP"""
"GO:0006096,0.0195830768991984,0.993998429144517,11,20,""glycolytic process"",""BP"""
"GO:0045046,0.0196003540948241,0.996889027898136,6,9,""protein import into peroxisome membrane"",""BP"""
"GO:0006611,0.0197929072927626,0.992301678018453,15,31,""protein export from nucleus"",""BP"""
"GO:0045980,0.0198321673310484,1,3,3,""negative regulation of nucleotide metabolic process"",""BP"""
"GO:0034205,0.0199374149256791,0.995506474113605,8,13,""amyloid-beta formation"",""BP"""
"GO:0036158,0.0199628664650373,0.989665592743571,27,63,""outer dynein arm assembly"",""BP"""
"GO:0032024,0.0201218987529769,0.991587382252372,17,36,""positive regulation of insulin secretion"",""BP"""
"GO:0032436,0.0202283866690148,0.988112434538024,39,96,""positive regulation of proteasomal ubiquitin-dependent protein catabolic process"",""BP"""
"GO:1903645,0.0202389370579608,1,3,3,""negative regulation of chaperone-mediated protein folding"",""BP"""
"GO:0071549,0.0202507296337817,0.992585082007229,14,27,""cellular response to dexamethasone stimulus"",""BP"""
"GO:0006713,0.0202884809828106,1,3,3,""glucocorticoid catabolic process"",""BP"""
"GO:0045167,0.0205745565825713,0.995331648354659,8,13,""asymmetric protein localization involved in cell fate determination"",""BP"""
"GO:0001561,0.0206228933084928,0.995318333216754,8,13,""fatty acid alpha-oxidation"",""BP"""
"GO:1900208,0.0206531404466487,1,3,3,""regulation of cardiolipin metabolic process"",""BP"""
"GO:0010463,0.0208153989884619,0.998567038633277,4,5,""mesenchymal cell proliferation"",""BP"""
"GO:2000767,0.0208966595372828,0.995242782852834,8,13,""positive regulation of cytoplasmic translation"",""BP"""
"GO:0048203,0.0209122874557971,1,3,3,""vesicle targeting, trans-Golgi to endosome"",""BP"""
"GO:1902356,0.0209349564905905,1,3,3,""oxaloacetate(2-) transmembrane transport"",""BP"""
"GO:0044671,0.0209734837945806,1,3,3,""sorocarp spore cell differentiation"",""BP"""
"GO:0039694,0.0209739329915583,0.995867858167192,7,11,""viral RNA genome replication"",""BP"""
"GO:0097250,0.0210503902538306,1,3,3,""mitochondrial respiratory chain supercomplex assembly"",""BP"""
"GO:0070555,0.0212464656272598,0.993395993187314,11,20,""response to interleukin-1"",""BP"""
"GO:0061709,0.0212574524314734,0.995142862777842,8,13,""reticulophagy"",""BP"""
"GO:0051568,0.0212603008406786,0.995142072334888,8,13,""histone H3-K4 methylation"",""BP"""
"GO:0048280,0.0214079850233673,0.997420168031055,5,7,""vesicle fusion with Golgi apparatus"",""BP"""
"GO:0006408,0.0214383707464399,1,3,3,""snRNA export from nucleus"",""BP"""
"GO:0051204,0.0214700203344708,0.998506192483256,4,5,""protein insertion into mitochondrial membrane"",""BP"""
"GO:0050775,0.0215400465732678,0.990390453698598,19,41,""positive regulation of dendrite morphogenesis"",""BP"""
"GO:1905711,0.0215801353321863,1,3,3,""response to phosphatidylethanolamine"",""BP"""
"GO:0000077,0.0216702471952633,0.990851312707946,17,36,""DNA damage checkpoint"",""BP"""
"GO:0019243,0.0216870952493958,1,3,3,""methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione"",""BP"""
"GO:0001894,0.0216920596488121,0.992528485031755,12,24,""tissue homeostasis"",""BP"""
"GO:0046717,0.0217133716504039,1,3,3,""acid secretion"",""BP"""
"GO:0030010,0.0217516041425908,0.990078502946874,20,43,""establishment of cell polarity"",""BP"""
"GO:0009166,0.0217746041835443,0.997362907138886,5,7,""nucleotide catabolic process"",""BP"""
"GO:0006903,0.0221451405708853,0.996372774292234,6,9,""vesicle targeting"",""BP"""
"GO:2000016,0.0222841670093818,1,3,3,""negative regulation of determination of dorsal identity"",""BP"""
"GO:0098942,0.0224240614165471,1,3,3,""retrograde trans-synaptic signaling by trans-synaptic protein complex"",""BP"""
"GO:0030516,0.0224919068334453,0.992759010858857,11,21,""regulation of axon extension"",""BP"""
"GO:0007585,0.0225203585963469,0.990703967004662,16,34,""respiratory gaseous exchange"",""BP"""
"GO:0051321,0.0225497552995038,0.988930136954797,23,52,""meiotic cell cycle"",""BP"""
"GO:1904973,0.0225703125908452,0.998402375025525,4,5,""positive regulation of viral translation"",""BP"""
"GO:0018872,0.022583495164103,0.998401119591249,4,5,""arsonoacetate metabolic process"",""BP"""
"GO:0051835,0.0226976079114004,0.9962584107732,6,9,""positive regulation of synapse structural plasticity"",""BP"""
"GO:1902175,0.0227239495669003,1,3,3,""regulation of oxidative stress-induced intrinsic apoptotic signaling pathway"",""BP"""
"GO:0072553,0.0227487630188179,0.997209276743955,5,7,""terminal button organization"",""BP"""
"GO:1990253,0.0228354794646098,0.99470121525594,8,13,""cellular response to leucine starvation"",""BP"""
"GO:0046033,0.0228476945049531,1,3,3,""AMP metabolic process"",""BP"""
"GO:0010923,0.0228644077900825,0.997190897801048,5,7,""negative regulation of phosphatase activity"",""BP"""
"GO:0031065,0.0229007837829758,0.994057423357506,9,15,""positive regulation of histone deacetylation"",""BP"""
"GO:2000649,0.0229970873512705,0.997169775066474,5,7,""regulation of sodium ion transmembrane transporter activity"",""BP"""
"GO:0034402,0.0230074375620707,1,3,3,""recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex"",""BP"""
"GO:0021555,0.0230142945710088,0.997167032804858,5,7,""midbrain-hindbrain boundary morphogenesis"",""BP"""
"GO:0007032,0.0230828217875377,0.990173065378647,17,36,""endosome organization"",""BP"""
"GO:0046459,0.0231603025620906,0.997143737661862,5,7,""short-chain fatty acid metabolic process"",""BP"""
"GO:0034087,0.0231725410850723,0.997141782907384,5,7,""establishment of mitotic sister chromatid cohesion"",""BP"""
"GO:0031990,0.0232055582747918,1,3,3,""mRNA export from nucleus in response to heat stress"",""BP"""
"GO:0030521,0.0232697822353065,0.993132460847393,10,18,""androgen receptor signaling pathway"",""BP"""
"GO:0033539,0.0233108555812066,0.991375025652544,13,27,""fatty acid beta-oxidation using acyl-CoA dehydrogenase"",""BP"""
"GO:0042761,0.0235629166838148,0.99707925909144,5,7,""very long-chain fatty acid biosynthetic process"",""BP"""
"GO:0033144,0.023587051123139,1,3,3,""negative regulation of intracellular steroid hormone receptor signaling pathway"",""BP"""
"GO:0071028,0.0235981827694802,0.996070300246779,6,9,""nuclear mRNA surveillance"",""BP"""
"GO:0060135,0.0236286165388558,0.994476470060087,8,13,""maternal process involved in female pregnancy"",""BP"""
"GO:0071392,0.0236487604945646,0.991891167165167,12,23,""cellular response to estradiol stimulus"",""BP"""
"GO:0035313,0.0236981644894375,0.996049288947424,6,9,""wound healing, spreading of epidermal cells"",""BP"""
"GO:0016322,0.023778204188594,0.992461794298451,11,20,""neuron remodeling"",""BP"""
"GO:0050790,0.0238178337138357,0.982467607942547,100,279,""regulation of catalytic activity"",""BP"""
"GO:0098887,0.0238511004885725,0.995157018319125,7,11,""neurotransmitter receptor transport, endosome to postsynaptic membrane"",""BP"""
"GO:0061051,0.023857198076655,0.996015815900612,6,9,""positive regulation of cell growth involved in cardiac muscle cell development"",""BP"""
"GO:0014044,0.0239172283072286,0.997022223569615,5,7,""Schwann cell development"",""BP"""
"GO:0046833,0.0239181709625241,0.997022071461909,5,7,""positive regulation of RNA export from nucleus"",""BP"""
"GO:0061739,0.0239442212232476,1,3,3,""protein lipidation involved in autophagosome assembly"",""BP"""
"GO:0030512,0.0240121400623038,0.988261137002705,22,51,""negative regulation of transforming growth factor beta receptor signaling pathway"",""BP"""
"GO:0007175,0.0241673728087643,0.992817037656396,10,18,""negative regulation of epidermal growth factor-activated receptor activity"",""BP"""
"GO:0036295,0.0242391223769069,0.998241307288,4,5,""cellular response to increased oxygen levels"",""BP"""
"GO:0090200,0.0242409651546745,0.996969872337805,5,7,""positive regulation of release of cytochrome c from mitochondria"",""BP"""
"GO:0019858,0.0242887078859258,1,3,3,""cytosine metabolic process"",""BP"""
"GO:0006376,0.0243097222918576,0.992766791305386,10,18,""mRNA splice site selection"",""BP"""
"GO:0060661,0.024351193106665,0.998230337962539,4,5,""submandibular salivary gland formation"",""BP"""
"GO:1905182,0.0243793847386812,1,3,3,""positive regulation of urease activity"",""BP"""
"GO:0044878,0.0244528558899537,0.998220370948238,4,5,""mitotic cytokinesis checkpoint"",""BP"""
"GO:0097499,0.0244606567861059,1,3,3,""protein localization to non-motile cilium"",""BP"""
"GO:0045006,0.0245287774835662,1,3,3,""DNA deamination"",""BP"""
"GO:0001402,0.0246305646739978,1,3,3,""signal transduction involved in filamentous growth"",""BP"""
"GO:0007124,0.0246305646739978,1,3,3,""pseudohyphal growth"",""BP"""
"GO:0051988,0.0246629595181457,0.995845249569191,6,9,""regulation of attachment of spindle microtubules to kinetochore"",""BP"""
"GO:0042273,0.0247918508169576,0.990738573783181,13,27,""ribosomal large subunit biogenesis"",""BP"""
"GO:0001836,0.0248034613867095,0.996878377152758,5,7,""release of cytochrome c from mitochondria"",""BP"""
"GO:0010223,0.0248620642510195,1,3,3,""secondary shoot formation"",""BP"""
"GO:0042278,0.0248622851134629,1,3,3,""purine nucleoside metabolic process"",""BP"""
"GO:0045953,0.0249041236269119,0.998175941142914,4,5,""negative regulation of natural killer cell mediated cytotoxicity"",""BP"""
"GO:0071731,0.0249815277682961,0.995777370916948,6,9,""response to nitric oxide"",""BP"""
"GO:0060702,0.0250207553247973,1,3,3,""negative regulation of endoribonuclease activity"",""BP"""
"GO:0039021,0.0250730392718481,1,3,3,""pronephric glomerulus development"",""BP"""
"GO:0035973,0.0250819859560473,0.998158345915574,4,5,""aggrephagy"",""BP"""
"GO:0051294,0.0251195803599211,0.996826662398573,5,7,""establishment of spindle orientation"",""BP"""
"GO:0046826,0.0251372596156518,1,3,3,""negative regulation of protein export from nucleus"",""BP"""
"GO:1900746,0.0251561753514655,0.998150992725274,4,5,""regulation of vascular endothelial growth factor signaling pathway"",""BP"""
"GO:0001704,0.0251883225261298,0.994818878144664,7,11,""formation of primary germ layer"",""BP"""
"GO:0006228,0.0251953215407474,0.996814240379024,5,7,""UTP biosynthetic process"",""BP"""
"GO:0045851,0.0252300980298449,1,3,3,""pH reduction"",""BP"""
"GO:0061057,0.0253311015022472,0.996791941441372,5,7,""peptidoglycan recognition protein signaling pathway"",""BP"""
"GO:0017187,0.0253487225971167,1,3,3,""peptidyl-glutamic acid carboxylation"",""BP"""
"GO:0008295,0.0254721364923766,0.998119585183487,4,5,""spermidine biosynthetic process"",""BP"""
"GO:0044571,0.0254951756234076,1,3,3,""[2Fe-2S] cluster assembly"",""BP"""
"GO:0036499,0.025641980726661,1,3,3,""PERK-mediated unfolded protein response"",""BP"""
"GO:0031031,0.0256682882753954,1,3,3,""positive regulation of septation initiation signaling"",""BP"""
"GO:0046296,0.0257140410335904,0.998095439401457,4,5,""glycolate catabolic process"",""BP"""
"GO:0001783,0.0257259324338923,1,3,3,""B cell apoptotic process"",""BP"""
"GO:1990559,0.025728866161659,1,3,3,""mitochondrial coenzyme A transmembrane transport"",""BP"""
"GO:0051307,0.0258168960532742,0.995598201103831,6,9,""meiotic chromosome separation"",""BP"""
"GO:0007618,0.025830861846206,1,3,3,""mating"",""BP"""
"GO:0010877,0.025830861846206,1,3,3,""lipid transport involved in lipid storage"",""BP"""
"GO:1902277,0.025830861846206,1,3,3,""negative regulation of pancreatic amylase secretion"",""BP"""
"GO:1904731,0.025830861846206,1,3,3,""positive regulation of intestinal lipid absorption"",""BP"""
"GO:2000294,0.025830861846206,1,3,3,""positive regulation of defecation"",""BP"""
"GO:0007026,0.0259195256899137,0.990388682723341,13,26,""negative regulation of microtubule depolymerization"",""BP"""
"GO:1903317,0.025980975746609,1,3,3,""regulation of protein maturation"",""BP"""
"GO:1903235,0.0260107159417194,1,3,3,""positive regulation of calcium ion-dependent exocytosis of neurotransmitter"",""BP"""
"GO:0055113,0.0260198143649418,0.996678242081317,5,7,""epiboly involved in gastrulation with mouth forming second"",""BP"""
"GO:0090170,0.0260838686624485,0.996667617330184,5,7,""regulation of Golgi inheritance"",""BP"""
"GO:0033623,0.0261373686633783,1,3,3,""regulation of integrin activation"",""BP"""
"GO:1904293,0.0261631222462871,1,3,3,""negative regulation of ERAD pathway"",""BP"""
"GO:0007097,0.0264527855464589,0.989765262150919,14,28,""nuclear migration"",""BP"""
"GO:0090114,0.0265378382829806,1,3,3,""COPII-coated vesicle budding"",""BP"""
"GO:0051693,0.0266407647941874,0.996574888680821,5,7,""actin filament capping"",""BP"""
"GO:0002467,0.0268530439523388,0.995373643731322,6,9,""germinal center formation"",""BP"""
"GO:0030041,0.0269425668585856,0.989047106855319,15,31,""actin filament polymerization"",""BP"""
"GO:0006493,0.0270969555009387,0.9864214903849,23,52,""protein O-linked glycosylation"",""BP"""
"GO:0010019,0.027099543118227,0.997955499315904,4,5,""chloroplast-nucleus signaling pathway"",""BP"""
"GO:0009435,0.0271319196877465,0.995312772109534,6,9,""NAD biosynthetic process"",""BP"""
"GO:0033523,0.0271729192324012,0.995303807603033,6,9,""histone H2B ubiquitination"",""BP"""
"GO:0019264,0.0272729487523995,0.99793778965023,4,5,""glycine biosynthetic process from serine"",""BP"""
"GO:0032923,0.0274255163233165,1,3,3,""organic phosphonate biosynthetic process"",""BP"""
"GO:1903929,0.0274468273784749,0.996439552002062,5,7,""primary palate development"",""BP"""
"GO:0021854,0.0274921548351988,0.992971899372203,8,14,""hypothalamus development"",""BP"""
"GO:0035567,0.0275616814795485,0.996420161451962,5,7,""non-canonical Wnt signaling pathway"",""BP"""
"GO:0016570,0.0276663054960767,0.990261344089075,12,23,""histone modification"",""BP"""
"GO:0035459,0.0276827257718134,0.997895769211698,4,5,""cargo loading into vesicle"",""BP"""
"GO:1900753,0.0277409464667974,1,3,3,""doxorubicin transport"",""BP"""
"GO:1901896,0.0278162039520413,1,3,3,""positive regulation of calcium-transporting ATPase activity"",""BP"""
"GO:0045676,0.0278693977378437,1,3,3,""regulation of R7 cell differentiation"",""BP"""
"GO:1905653,0.0279444161755519,1,3,3,""positive regulation of artery morphogenesis"",""BP"""
"GO:0008103,0.0279477056183472,0.995133668240628,6,9,""oocyte microtubule cytoskeleton polarization"",""BP"""
"GO:0040031,0.0280171359543179,0.997861300617925,4,5,""snRNA modification"",""BP"""
"GO:0071803,0.0280904403235174,0.997853723819306,4,5,""positive regulation of podosome assembly"",""BP"""
"GO:0070650,0.0281031323525644,1,3,3,""actin filament bundle distribution"",""BP"""
"GO:0038203,0.0281162649921325,1,3,3,""TORC2 signaling"",""BP"""
"GO:0007178,0.0282048676429195,0.991369167184931,10,18,""transmembrane receptor protein serine/threonine kinase signaling pathway"",""BP"""
"GO:0048387,0.0282549620906448,0.995065813500016,6,9,""negative regulation of retinoic acid receptor signaling pathway"",""BP"""
"GO:0043985,0.0283079212766964,1,3,3,""histone H4-R3 methylation"",""BP"""
"GO:0007130,0.0283275532225919,0.994006839010297,7,11,""synaptonemal complex assembly"",""BP"""
"GO:0090161,0.0285206890454611,0.993483328050772,7,12,""Golgi ribbon formation"",""BP"""
"GO:0000027,0.0285558117891247,0.986713930897109,19,42,""ribosomal large subunit assembly"",""BP"""
"GO:1904313,0.0286137483627045,0.997799414891816,4,5,""response to methamphetamine hydrochloride"",""BP"""
"GO:0045920,0.0286648095568171,0.997794095225256,4,5,""negative regulation of exocytosis"",""BP"""
"GO:0051771,0.0286771001925986,1,3,3,""negative regulation of nitric-oxide synthase biosynthetic process"",""BP"""
"GO:0038108,0.0288088203002651,0.996207919683396,5,7,""negative regulation of appetite by leptin-mediated signaling pathway"",""BP"""
"GO:0051154,0.0288922469345884,0.997770356151474,4,5,""negative regulation of striated muscle cell differentiation"",""BP"""
"GO:0030435,0.0289262159189059,0.996187783016524,5,7,""sporulation resulting in formation of a cellular spore"",""BP"""
"GO:0007084,0.0289399010007581,0.996185433884566,5,7,""mitotic nuclear envelope reassembly"",""BP"""
"GO:0035037,0.0289752481474887,1,3,3,""sperm entry"",""BP"""
"GO:1905528,0.0289752481474887,1,3,3,""positive regulation of Golgi lumen acidification"",""BP"""
"GO:0030252,0.0289887664959878,0.997760260045306,4,5,""growth hormone secretion"",""BP"""
"GO:0002675,0.0290118335250011,1,3,3,""positive regulation of acute inflammatory response"",""BP"""
"GO:2000377,0.0290917413243326,0.988431157316035,14,29,""regulation of reactive oxygen species metabolic process"",""BP"""
"GO:0044843,0.029119673068719,1,3,3,""cell cycle G1/S phase transition"",""BP"""
"GO:0060244,0.0291451719309348,1,3,3,""negative regulation of cell proliferation involved in contact inhibition"",""BP"""
"GO:0000003,0.0292070966821322,0.993774917410879,7,11,""reproduction"",""BP"""
"GO:0006424,0.0292621695851517,1,3,3,""glutamyl-tRNA aminoacylation"",""BP"""
"GO:0006433,0.0292621695851517,1,3,3,""prolyl-tRNA aminoacylation"",""BP"""
"GO:0140212,0.0292621695851517,1,3,3,""regulation of long-chain fatty acid import into cell"",""BP"""
"GO:0030046,0.0293915166068321,0.99771799239128,4,5,""parallel actin filament bundle assembly"",""BP"""
"GO:0048488,0.0294437454398278,0.986535653481015,18,40,""synaptic vesicle endocytosis"",""BP"""
"GO:0030307,0.0295047895998012,0.982423230637818,36,91,""positive regulation of cell growth"",""BP"""
"GO:0022900,0.0295188249206701,0.987347152326553,16,34,""electron transport chain"",""BP"""
"GO:1903672,0.0295419673835774,0.993686125693642,7,11,""positive regulation of sprouting angiogenesis"",""BP"""
"GO:0006403,0.0295546351942515,0.997700809760775,4,5,""RNA localization"",""BP"""
"GO:1990737,0.0296290214456935,1,3,3,""response to manganese-induced endoplasmic reticulum stress"",""BP"""
"GO:0033025,0.0296883891831509,0.997686693033761,4,5,""regulation of mast cell apoptotic process"",""BP"""
"GO:0030033,0.0297717617301588,0.99225588900742,8,14,""microvillus assembly"",""BP"""
"GO:0048132,0.029786809421923,0.996039348306696,5,7,""female germ-line stem cell asymmetric division"",""BP"""
"GO:0097022,0.0297883686223011,1,3,3,""lymphocyte migration into lymph node"",""BP"""
"GO:0008406,0.0298149131297605,0.984498662135908,24,57,""gonad development"",""BP"""
"GO:0051290,0.0299180550608687,0.98913178452941,12,24,""protein heterotetramerization"",""BP"""
"GO:0006206,0.0299239093781133,0.996015569222042,5,7,""pyrimidine nucleobase metabolic process"",""BP"""
"GO:0046529,0.0299365602889751,0.996013373185325,5,7,""imaginal disc fusion, thorax closure"",""BP"""
"GO:0044085,0.0299559019866515,0.997658385454729,4,5,""cellular component biogenesis"",""BP"""
"GO:0006707,0.0299722509576595,0.992192270525796,8,14,""cholesterol catabolic process"",""BP"""
"GO:0048499,0.0299902889044072,0.997654739608318,4,5,""synaptic vesicle membrane organization"",""BP"""
"GO:0006858,0.0300485796499702,1,3,3,""extracellular transport"",""BP"""
"GO:0090070,0.0300794696660858,0.997645276762199,4,5,""positive regulation of ribosome biogenesis"",""BP"""
"GO:2000638,0.0301524238801698,1,3,3,""regulation of SREBP signaling pathway"",""BP"""
"GO:0032510,0.0301711575860884,0.995972594502481,5,7,""endosome to lysosome transport via multivesicular body sorting pathway"",""BP"""
"GO:0003146,0.0302213809613703,0.988065168648228,14,28,""heart jogging"",""BP"""
"GO:0035041,0.0302507906191892,1,3,3,""sperm chromatin decondensation"",""BP"""
"GO:0043388,0.030305792014619,0.988313057775139,13,27,""positive regulation of DNA binding"",""BP"""
"GO:0032490,0.0303292719601166,1,3,3,""detection of molecule of bacterial origin"",""BP"""
"GO:0006489,0.0303577894929898,1,3,3,""dolichyl diphosphate biosynthetic process"",""BP"""
"GO:0043328,0.0304445495870096,0.997606425685967,4,5,""protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"",""BP"""
"GO:1903551,0.030518967676127,1,3,3,""regulation of extracellular exosome assembly"",""BP"""
"GO:0015867,0.0305949012819528,0.997590372939741,4,5,""ATP transport"",""BP"""
"GO:0044829,0.0306201703491735,0.99020348824699,10,19,""positive regulation by host of viral genome replication"",""BP"""
"GO:0070723,0.0306204500765241,0.995894203329264,5,7,""response to cholesterol"",""BP"""
"GO:0032968,0.0306237604127183,0.986454393344752,17,36,""positive regulation of transcription elongation from RNA polymerase II promoter"",""BP"""
"GO:0045039,0.0306586788599228,0.995089726915006,5,8,""protein import into mitochondrial inner membrane"",""BP"""
"GO:0007088,0.0306948393057979,0.988801191867947,12,24,""regulation of mitotic nuclear division"",""BP"""
"GO:2000353,0.0307116013197856,0.994515650898665,6,9,""positive regulation of endothelial cell apoptotic process"",""BP"""
"GO:0036049,0.0307191059949314,1,3,3,""peptidyl-lysine desuccinylation"",""BP"""
"GO:0030202,0.0307211919891081,1,3,3,""heparin metabolic process"",""BP"""
"GO:0097069,0.030820422425323,1,3,3,""cellular response to thyroxine stimulus"",""BP"""
"GO:0021508,0.0309058581950345,0.991894678242472,8,14,""floor plate formation"",""BP"""
"GO:0032534,0.0309297409575353,1,3,3,""regulation of microvillus assembly"",""BP"""
"GO:0010050,0.0310260159159226,1,3,3,""vegetative phase change"",""BP"""
"GO:0010582,0.0310260159159226,1,3,3,""floral meristem determinacy"",""BP"""
"GO:0000086,0.0310586705097789,0.984678552644698,21,48,""G2/M transition of mitotic cell cycle"",""BP"""
"GO:2000405,0.0310854983495637,1,3,3,""negative regulation of T cell migration"",""BP"""
"GO:0006566,0.0311373571370245,1,3,3,""threonine metabolic process"",""BP"""
"GO:0010656,0.0313989138205327,0.995757474664683,5,7,""negative regulation of muscle cell apoptotic process"",""BP"""
"GO:0051589,0.0314886151253181,1,3,3,""negative regulation of neurotransmitter transport"",""BP"""
"GO:0002091,0.0315445724204487,0.997488274397658,4,5,""negative regulation of receptor internalization"",""BP"""
"GO:0051457,0.0316019877331929,0.994312973743561,6,9,""maintenance of protein location in nucleus"",""BP"""
"GO:1903438,0.03160232797533,0.997482026145276,4,5,""positive regulation of mitotic cytokinetic process"",""BP"""
"GO:0040019,0.0316092868339646,0.990847128500887,9,16,""positive regulation of embryonic development"",""BP"""
"GO:0070475,0.0316156463353532,1,3,3,""rRNA base methylation"",""BP"""
"GO:0042118,0.0316663531555266,0.994298256189105,6,9,""endothelial cell activation"",""BP"""
"GO:0070563,0.0316872250924656,1,3,3,""negative regulation of vitamin D receptor signaling pathway"",""BP"""
"GO:0060426,0.031706165889842,1,3,3,""lung vasculature development"",""BP"""
"GO:0070842,0.0317354953606109,0.992562187958811,7,12,""aggresome assembly"",""BP"""
"GO:0010183,0.0317772540090709,0.997463074754075,4,5,""pollen tube guidance"",""BP"""
"GO:0010977,0.031822925944418,0.981916099313241,30,75,""negative regulation of neuron projection development"",""BP"""
"GO:1902426,0.0319843008764294,0.997440590833472,4,5,""deactivation of mitotic spindle assembly checkpoint"",""BP"""
"GO:0072560,0.0320161775657581,1,3,3,""type B pancreatic cell maturation"",""BP"""
"GO:2000078,0.0320161775657581,1,3,3,""positive regulation of type B pancreatic cell development"",""BP"""
"GO:0052651,0.032045975449866,0.997433882388449,4,5,""monoacylglycerol catabolic process"",""BP"""
"GO:0070231,0.0321576609518705,0.997421721351671,4,5,""T cell apoptotic process"",""BP"""
"GO:1902750,0.0321860110040633,0.997418631789161,4,5,""negative regulation of cell cycle G2/M phase transition"",""BP"""
"GO:0001782,0.0323715359504433,0.988884776478473,11,21,""B cell homeostasis"",""BP"""
"GO:2000619,0.0323724353285729,1,3,3,""negative regulation of histone H4-K16 acetylation"",""BP"""
"GO:0060334,0.0323994017383021,1,3,3,""regulation of interferon-gamma-mediated signaling pathway"",""BP"""
"GO:0033210,0.0325503184171915,0.99737883550081,4,5,""leptin-mediated signaling pathway"",""BP"""
"GO:0030036,0.0326217053355765,0.978858092283544,48,125,""actin cytoskeleton organization"",""BP"""
"GO:0019054,0.0326303015360509,0.994076788014547,6,9,""modulation by virus of host process"",""BP"""
"GO:0051289,0.0327841206575465,0.981485111141483,29,73,""protein homotetramerization"",""BP"""
"GO:0031334,0.0329076219337994,0.985946318309101,15,33,""positive regulation of protein complex assembly"",""BP"""
"GO:0061025,0.033222247261489,0.987714809867799,12,24,""membrane fusion"",""BP"""
"GO:1903895,0.0333133942861491,0.995416420290937,5,7,""negative regulation of IRE1-mediated unfolded protein response"",""BP"""
"GO:1990961,0.0333307195667873,0.985601206567696,16,33,""drug transmembrane export"",""BP"""
"GO:1904871,0.03334584922054,0.997291327609516,4,5,""positive regulation of protein localization to Cajal body"",""BP"""
"GO:1905382,0.03334584922054,0.997291327609516,4,5,""positive regulation of snRNA transcription by RNA polymerase II"",""BP"""
